country_code,year,region,export_value,import_value,diversity,diversity_075,hhi,entropy,primary_share,manufacturing_share,eci,diversity_complexity
MEX,2009,Latin America and Caribbean,229289674019,206447489344,235,311,0.0308765401133526,4.60602359579678,0.202562793975412,0.797437206024588,0.88682964347391,235
MEX,2010,Latin America and Caribbean,302978731196,264122397730,225,299,0.0339447203493532,4.50070017953317,0.199286912694013,0.800713087305987,1.02367802548891,225
MEX,2011,Latin America and Caribbean,352821023318,317227684256,216,293,0.0368814042968429,4.47123096130572,0.224878657815945,0.775121342184055,0.912942519081147,216
MEX,2012,Latin America and Caribbean,376029360676,341041918811,206,298,0.0341964770090763,4.49913303151138,0.204387345455775,0.795612654544225,0.893423708601568,206
MEX,2013,Latin America and Caribbean,379368832980,354172517155,226,303,0.0323037782580783,4.53197424721655,0.196351447834744,0.803648552165256,0.95454793453288,226
MEX,2014,Latin America and Caribbean,390770389026,373453480460,197,264,0.0307887974996768,4.47156322710282,0.169334883822523,0.830665116177477,0.97492168669266,197
MEX,2015,Latin America and Caribbean,385267818650,370703712601,196,258,0.0281222159741751,4.52727147157039,0.127649798187991,0.872350201812009,1.07465351722002,196
MEX,2016,Latin America and Caribbean,382176382602,362831496410,190,250,0.0288055534681401,4.50841487671318,0.125655476652022,0.874344523347978,0.976063120553851,190
MEX,2017,Latin America and Caribbean,413721648137,390121859057,187,256,0.0309396339987704,4.47404059612737,0.135009668165838,0.864990331834162,0.925246277498738,187
MEX,2018,Latin America and Caribbean,455784978001,429298713333,198,252,0.033056175945401,4.4395846480098,0.136697565725528,0.863302434274472,0.940637176152072,198
MEX,2019,Latin America and Caribbean,466927136059,418739409318,186,254,0.0331304256125034,4.44714391893743,0.12973796367951,0.87026203632049,0.916566931362899,186
MEX,2020,Latin America and Caribbean,423151621510,353728742006,184,259,0.0307589499226708,4.50524661932779,0.134726424680976,0.865273575319024,0.896024900674264,184
MEX,2021,Latin America and Caribbean,501211773295,470058347239,175,242,0.0343945395954542,4.41641876332632,0.136146934122069,0.863853065877931,0.928265857273942,175
MEX,2022,Latin America and Caribbean,582157116949,548148965468,179,250,0.0451579525408214,4.26155227572063,0.142276587092306,0.857723412907694,0.892349866196549,179
MEX,2023,Latin America and Caribbean,603762001782,563109533062,177,235,0.0373777984309035,4.34593410810091,0.132462544484336,0.867537455515664,0.93951504614728,177
PER,1995,Latin America and Caribbean,4850802253,6751596318,152,170,0.0543109486590318,3.80833662438076,0.531231875182359,0.468768124817641,-0.123425249195557,152
PER,1996,Latin America and Caribbean,5180718268,6840926997,153,184,0.0532721657305063,3.85736762470639,0.528954333210231,0.47104566678977,-0.294911933176056,153
PER,1997,Latin America and Caribbean,6186630103,7462240295,156,186,0.054762891684602,3.86945914085858,0.552484570128501,0.447515429871499,-0.287842587522568,156
PER,1998,Latin America and Caribbean,5054604352,7328805160,175,206,0.0407672349604183,4.09412885347971,0.43423182867548,0.56576817132452,-0.188837430862892,175
PER,1999,Latin America and Caribbean,5011217465,5981199220,180,213,0.0430193973294174,4.03966755823621,0.455391571796416,0.544608428203584,-0.26060210709786,180
PER,2000,Latin America and Caribbean,6315944114,6616013111,187,211,0.0558303139607541,3.80977298726248,0.419548406409474,0.580451593590526,-0.328191379256686,187
PER,2001,Latin America and Caribbean,6510145584,6386777717,180,210,0.057106832751934,3.90135084304918,0.4308006555019,0.5691993444981,-0.433831698286555,180
PER,2002,Latin America and Caribbean,7576588289,6696818879,179,212,0.0677484714755922,3.75328202137747,0.43115273186253,0.56884726813747,-0.624061521718491,179
PER,2003,Latin America and Caribbean,8527211517,7596873250,187,214,0.0646039759529726,3.78580546928362,0.413100683966533,0.586899316033467,-0.454419558390327,187
PER,2004,Latin America and Caribbean,12525206317,9096328526,173,203,0.0642456492321909,3.72236090157715,0.441121659169872,0.558878340830128,-0.527088815833843,173
PER,2005,Latin America and Caribbean,16767429009,11184347102,173,199,0.0606873269338241,3.69632340863158,0.481213917033379,0.518786082966621,-0.455694426660306,173
PER,2006,Latin America and Caribbean,22125397142,14314498628,164,192,0.0639012954429221,3.5811865894628,0.492364343025541,0.50763565697446,-0.546993698516002,164
